abstract,keywords,author,url,doi,issn,year,pages,volume,journal,title,ENTRYTYPE,ID,note
"Stacked autoencoder is effective in image denoising and classification when it is used for synthetic aperture radar (SAR) change detection. However, the resulting features may not be discriminative enough for in some sense. To alleviate this problem, in this paper we propose a stacked Fisher autoencoder (SFAE) for SAR change detection. Specifically, in the framework of SFAE, unsupervised layer-wise feature learning and supervised fine-tuning are jointly performed when training the network. The trained network can be used to detect the changes in both of the single and multi-polarization SAR datasets in real-time. The proposed SFAE has two advantages. The first one is to expand the stacked autoencoder to suit the environment with the multiplicative noise in SAR change detection. The second is that the features extracted by SFAE are more discriminative than the original stacked autoencoder due to that Fisher discriminant criterion is incorporated into SFAE. The results on the simulated and real SAR datasets indicate that the proposed SFAE algorithm has a significant advantage on multitemporal single/multi-polarization SAR (SAR/PolSAR) change detection.","Stacked fisher autoencoder (SFAE), Synthetic aperture radar (SAR), Change detection, Stacked autoencoder (SAE), Fisher criterion",Ganchao Liu and Lingling Li and Licheng Jiao and Yongsheng Dong and Xuelong Li,https://www.sciencedirect.com/science/article/pii/S0031320319302742,https://doi.org/10.1016/j.patcog.2019.106971,0031-3203,2019,106971,96,Pattern Recognition,Stacked Fisher autoencoder for SAR change detection,article,LIU2019106971,
"K-SVCR and Twin-KSVC are two novel algorithms to deal with multi-class problems. They have achieved good performance since they evaluate all training samples into a â1-versus-1-versus-restâ structure. But they are extremely time consuming, so it remains challenging to apply them into large-scale problems directly. Inspired by the sparse solution of SVMs, in this paper, we propose a safe sample elimination rule (SSE) for multi-class classifiers K-SVCR and Twin-KSVC, termed as SSE-K-SVCR and SSE-T-KSVC, to reduce computation time. With our rule, many redundant samples of all classes can be identified and deleted before actually solving the problem, so the scale of dual problems can be reduced a lot. And our methods are safe, i.e., they can derive identical optimal solutions as K-SVCR and Twin-KSVC, respectively. So the testing accuracy keeps unchanged. Besides, the methods can be embedded into grid search method to accelerate the whole training process, and they are effective both for penalty parameter and kernel parameter. Finally, a fast algorithm clipDCD is introduced to reduce the computation time for larger datatset. Experimental results on one artificial dataset and seventeen benchmark datasets demonstrate the effectiveness and safety of our proposed methods.","K-SVCR, Twin-KSVC, Safe elimination rule, Multi-class classification, Multi-parameter",Xinying Pang and Xianli Pan and Yitian Xu,https://www.sciencedirect.com/science/article/pii/S0031320319302225,https://doi.org/10.1016/j.patcog.2019.05.037,0031-3203,2019,1--11,95,Pattern Recognition,Multi-parameter safe sample elimination rule for accelerating nonlinear multi-class support vector machines,article,PANG20191,
"This paper proposes a deep learning based unified and generalizable framework for accurate iris detection, segmentation and recognition. The proposed framework firstly exploits state-of-the-art and iris-specific Mask R-CNN, which performs highly reliable iris detection and primary segmentation i.e., identifying iris/non-iris pixels, followed by adopting an optimized fully convolutional network (FCN), which generates spatially corresponding iris feature descriptors. A specially designed Extended Triplet Loss (ETL) function is presented to incorporate the bit-shifting and non-iris masking, which are found necessary for learning meaningful and discriminative spatial iris features. Thorough experiments on four publicly available databases suggest that the proposed framework consistently outperforms several classic and state-of-the-art iris recognition approaches. More importantly, our model exhibits superior generalization capability as, unlike popular methods in the literature, it does not essentially require database-specific parameter tuning, which is another key advantage.","Iris recognition, Deep learning, Spatially corresponding features",Zijing Zhao and Ajay Kumar,https://www.sciencedirect.com/science/article/pii/S0031320319301499,https://doi.org/10.1016/j.patcog.2019.04.010,0031-3203,2019,546--557,93,Pattern Recognition,"A deep learning based unified framework to detect, segment and recognize irises using spatially corresponding features",article,ZHAO2019546,
"This paper investigates the role of saliency to improve the classification accuracy of a Convolutional Neural Network (CNN) for the case when scarce training data is available. Our approach consists in adding a saliency branch to an existing CNN architecture which is used to modulate the standard bottom-up visual features from the original image input, acting as an attentional mechanism that guides the feature extraction process. The main aim of the proposed approach is to enable the effective training of a fine-grained recognition model with limited training samples and to improve the performance on the task, thereby alleviating the need to annotate a large dataset. The vast majority of saliency methods are evaluated on their ability to generate saliency maps, and not on their functionality in a complete vision pipeline. Our proposed pipeline allows to evaluate saliency methods for the high-level task of object recognition. We perform extensive experiments on various fine-grained datasets (Flowers, Birds, Cars, and Dogs) under different conditions and show that saliency can considerably improve the networkâs performance, especially for the case of scarce training data. Furthermore, our experiments show that saliency methods that obtain improved saliency maps (as measured by traditional saliency benchmarks) also translate to saliency methods that yield improved performance gains when applied in an object recognition pipeline.","Object recognition, Fine-grained classification, Saliency detection, Scarce training data",Carola Figueroa Flores and Abel Gonzalez-Garcia and Joost {van de Weijer} and Bogdan Raducanu,https://www.sciencedirect.com/science/article/pii/S0031320319301773,https://doi.org/10.1016/j.patcog.2019.05.002,0031-3203,2019,62--73,94,Pattern Recognition,Saliency for fine-grained object recognition in domains with scarce training data,article,FLORES201962,
"In this paper, we propose a cut-edge algorithm for spatial clustering (CutESC) based on proximity graphs. The CutESC algorithm removes edges when a cut-edge value for the edgeâs endpoints is below a threshold. The cut-edge value is calculated by using statistical features and spatial distribution of data based on its neighborhood. Also, the algorithm works without any prior information and preliminary parameter settings while automatically discovering clusters with non-uniform densities, arbitrary shapes, and outliers. However, there is an option which allows users to set two parameters to better adapt clustering solutions for particular problems. To assess advantages of CutESC algorithm, experiments have been conducted using various two-dimensional synthetic, high-dimensional real-world, and image segmentation datasets.","Spatial data mining, Clustering, Proximity graphs, Graph theory",Alper Aksac and Tansel Ãzyer and Reda Alhajj,https://www.sciencedirect.com/science/article/pii/S0031320319302468,https://doi.org/10.1016/j.patcog.2019.06.014,0031-3203,2019,106948,96,Pattern Recognition,CutESC: Cutting edge spatial clustering technique based on proximity graphs,article,AKSAC2019106948,
"Diffusion magnetic resonance imaging, a non-invasive tool to infer white matter fiber connections, produces a large number of streamlines containing a wealth of information on structural connectivity. The size of these tractography outputs makes further analyses complex, creating a need for methods to group streamlines into meaningful bundles. In this work, we address this problem by proposing a set of flexible and efficient streamline clustering approaches based on kernel dictionary learning and sparsity priors. Proposed approaches, which include L0 norm, group sparsity, and manifold regularization prior, allow streamlines to be assigned to more than one bundle, making the clustering more robust to overlapping bundles and inter-subject variations. We evaluate the performance of our method on an expert labeled dataset as well as data from the Human Connectome Project. Results highlight the ability of our method to group streamlines into plausible bundles and illustrate the impact of sparsity priors on the performance of the proposed methods. Methods presented in this work are relevant for the neuroscience studies on diffusion tractography analysis, as well as pattern recognition applications requiring the unsupervised clustering of 3D curves.","Diffusion MRI, White matter fibers, Clustering, Sparsity priors, Kernel dictionary learning, Human Connectome project",Kuldeep Kumar and Kaleem Siddiqi and Christian Desrosiers,https://www.sciencedirect.com/science/article/pii/S003132031930233X,https://doi.org/10.1016/j.patcog.2019.06.002,0031-3203,2019,83--95,95,Pattern Recognition,White matter fiber analysis using kernel dictionary learning and sparsity priors,article,KUMAR201983,
"Automatic image annotation aims at assigning a set of textual labels to an image that describes its semantics. In real-world datasets with large vocabularies, each image is usually annotated with only a subset of all possible relevant labels. This leads to the problem of learning with missing labels. Moreover, several existing approaches for image annotation aim at producing a set which contains as many relevant labels as possible for a given image. However, such a set is usually unnecessary and contains redundant labels. This leads to the task of diverse image annotation, which aims at predicting labels that are collectively representative as well as diverse. In this paper, we study a new task called diverse image annotation with missing labels (DIAML), which is a fusion of these two practical aspects of the conventional image annotation task; i.e., diverse image annotation, and image annotation with missing labels. For this, we also propose a new k-nearest neighbours (kNN) based algorithm, called per-label k-nearest neighbours (or PL-kNN), that addresses both these challenges simultaneously. For a given image, rather than identifying its neighbours in the feature-space as done in the conventional kNN algorithm, PL-kNN first creates diverse partitions of the (training) samples based on label information, and then predicts the confidence for each label using a fixed number of nearest neighbours from the corresponding partition. The label-specific partitioning and neighbourhood selection steps inherently address the issue of missing labels as well. Extensive experiments on benchmark datasets show that though conceptually simple, the proposed method consistently outperforms state-of-the-art methods that address either of these two (sub-)tasks, thus establishing a strong baseline for the new DIAML task.","Image annotation, Diverse labels, Missing labels, Nearest neighbour",Yashaswi Verma,https://www.sciencedirect.com/science/article/pii/S0031320319301931,https://doi.org/10.1016/j.patcog.2019.05.018,0031-3203,2019,470--484,93,Pattern Recognition,Diverse image annotation with missing labels,article,VERMA2019470,
"Subspace clustering techniques become paramount in pattern recognition for detecting local variations from high dimensional data. Several techniques exist in the recent literature for subspace clustering, majority of which optimize implicitly or explicitly a single cluster quality measure. Inspired by the success of multi-objective optimization in solving clustering problem, we developed a multi-objective based subspace clustering technique in this paper. The proposed technique simultaneously optimizes two subspace cluster quality measures, capable of capturing different cluster shapes/properties. Two existing cluster quality measures, XB-index and PBM-index, are modified to develop subspace cluster validity indices, and then those are used as optimization criteria. These cluster validity indices measure the appropriateness of generated subspace clusters in terms of intra-subspace cluster similarity and separation between subspace clusters. The proposed approach utilizes a new evolvable genome structure which stores the information about subspaces in its phenotype and genotype and evolves this genome structure with the help of different genetic operators. The developed algorithm is applied on ten standard real-life data sets and sixteen synthetic datasets for identifying different subspace clusters. The results obtained by this algorithm are compared against some state-of-the-art techniques with respect to different performance metrics. Experimentation reveals that the proposed algorithm is able to take advantages of its evolvable genomic structure and multi-objective based framework and it can be applied to any data set. In a part of the paper, the efficacy of the proposed technique is also shown for bi-clustering of gene-expression data sets.","Multi-objective optimization, Subspace clustering, Evolvable genome structure, Cluster validity indices, Biclustering",Dipanjyoti Paul and Sriparna Saha and Jimson Mathew,https://www.sciencedirect.com/science/article/pii/S0031320319302183,https://doi.org/10.1016/j.patcog.2019.05.033,0031-3203,2019,58--71,95,Pattern Recognition,Fusion of evolvable genome structure and multi-objective optimization for subspace clustering,article,PAUL201958,
"Multiple query criteria active learning methods have a higher potential performance than conventional active learning methods in which only one criterion is deployed for sample selection. A central issue related to multiple query criteria active learning methods concerns the development of an integration criteria strategy that makes full use of all criteria. The conventional integration criteria strategies adopted in relevant research facilitate the desired effects, but several limitations still must be addressed. For instance, some of the strategies are not sufficiently scalable during the design process, and the number and type of criteria involved are dictated. Thus, it is challenging for the user to integrate other criteria into the original process unless modifications are made to the algorithm. Other strategies are too dependent on empirical parameters, which can be acquired only by experience or cross-validation and thus lack generality; additionally, these strategies are counter to the intention of active learning, as samples need to be labeled in the validation set before the active learning process can begin. To address these limitations, we propose a novel multiple query criteria active learning method for classification tasks that employs a third strategy via weighted rank aggregation. The proposed method serves as a heuristic means to select high-value samples of high scalability and generality and is implemented through a three-step process: (1) the transformation of the sample selection to sample ranking and scoring, (2) the computation of the self-adaptive weights of each criterion, and (3) the weighted aggregation of each sample rank list. Ultimately, the sample at the top of the aggregated ranking list is the most comprehensively valuable and must be labeled. Several experiments generating 419 wins, 226 ties and 55 losses against other state-of-the-art multiple query criteria-based methods are conducted to verify that the proposed method can achieve superior results.","Multiple query criteria active learning, Integration criteria strategy, Sample query criterion, Weighted rank aggregation",Yu Zhao and Zhenhui Shi and Jingyang Zhang and Dong Chen and Lixu Gu,https://www.sciencedirect.com/science/article/pii/S0031320319301372,https://doi.org/10.1016/j.patcog.2019.03.029,0031-3203,2019,581--602,93,Pattern Recognition,A novel active learning framework for classification: Using weighted rank aggregation to achieve multiple query criteria,article,ZHAO2019581,
"Recent Progress has shown that exploitation of hidden layer neurons in convolutional neural networks (CNN) incorporating with a carefully designed activation function can yield better classification results in the field of computer vision. The paper firstly introduces a novel deep learning (DL) architecture aiming to mitigate the gradient-vanishing problem, in which the earlier hidden layer neurons could be directly connected with the last hidden layer and fed into the softmax layer for classification. We then design a generalized linear rectifier function as the activation function that can approximate arbitrary complex functions via training of the parameters. We will show that our design can achieve similar performance in a number of object recognition and video action benchmark tasks, such as MNIST, CIFAR-10/100, SVHN, Fashion-MNIST, STL-10, and UCF YoutTube Action Video datasets, under significantly less number of parameters and shallower network infrastructure, which is not only promising in training in terms of computation burden and memory usage, but is also applicable to low-computation, low-memory mobile scenarios for inference.","CNN, Computer vision, Deep learning, Activation",Zhi Chen and Pin-Han Ho,https://www.sciencedirect.com/science/article/pii/S0031320319302584,https://doi.org/10.1016/j.patcog.2019.07.006,0031-3203,2019,106961,96,Pattern Recognition,Global-connected network with generalized ReLU activation,article,CHEN2019106961,
"In multi-label learning, objects are essentially related to multiple semantic meanings, and the type of data is confronted with the impact of high feature dimensionality simultaneously, such as the bioinformatics and text mining applications. To tackle the learning problem, the key technology, i.e., feature selection, is developed to reduce dimensionality, whereas most of the previous methods for multi-label feature selection are either directly transformed from traditional single-label feature selection methods or half-baked in the label information exploitation, and thus causing the redundant or irrelevant features involved in the selected feature subset. Aimed to seek discriminative features across multiple class labels, we propose an embedded multi-label feature selection method with manifold regularization. To be specific, a low-dimensional embedding is constructed based on the original feature space to fit the label distribution for capturing the label correlations locally, which is also constrained using the label information in consideration of the co-occurrence relationships of label pairs. Following this principle, we design an optimization objective function involving l2,1-norm regularization to achieve multi-label feature selection, and the convergence is guaranteed. Empirical studies on various multi-label data sets reveal that the proposed method can obtain highly competitive performance against some state-of-the-art multi-label feature selection methods.","Multi-label learning, Feature selection, Label correlations, Manifold regularization, Optimization objective",Jia Zhang and Zhiming Luo and Candong Li and Changen Zhou and Shaozi Li,https://www.sciencedirect.com/science/article/pii/S0031320319302341,https://doi.org/10.1016/j.patcog.2019.06.003,0031-3203,2019,136--150,95,Pattern Recognition,Manifold regularized discriminative feature selection for multi-label learning,article,ZHANG2019136,
"The paper proposes a novel approach for learning kernel Support Vector Machines (SVM) from large scale data with reduced computation time. The proposed approach, termed as Subclass Reduced Set SVM (SRS-SVM), utilizes the subclass structure of data to effectively estimate the candidate support vector set. Since the candidate support vector set cardinality is only a fraction of the training set cardinality, learning SVM from the former requires less time without significantly changing the decision boundary. SRS-SVM depends on a domain knowledge related input parameter, i.e., number of subclasses. To reduce the domain knowledge dependency and to make the approach less sensitive to the subclass parameter, we extend the proposed SRS-SVM to create a robust and improved hierarchical model termed as the Hierarchical Subclass Reduced Set SVM (HSRS-SVM). Since SRS-SVM and HSRS-SVM splits non-linear optimization problem into multiple (smaller) linear optimization problems, both of them are amenable to parallelization. The effectiveness of the proposed approaches is evaluated on four synthetic and six real-world datasets. The performance is also compared with traditional solver (LibSVM) and state-of-the-art approaches such as divide-and-conquer SVM, FastFood, and LLSVM. The experimental results demonstrate that the proposed approach achieves similar classification accuracies while requiring fewer folds of reduced computation time as compared to existing solvers. We further demonstrate the suitability and improved performance of the proposed HSRS-SVM with deep learning features for face recognition using Labeled Faces in the Wild (LFW) dataset.","Support vector machines, Subclass, Subcluster, Piece-wise linear solutions, Large scale learning",Tejas Indulal Dhamecha and Afzel Noore and Richa Singh and Mayank Vatsa,https://www.sciencedirect.com/science/article/pii/S0031320319301517,https://doi.org/10.1016/j.patcog.2019.04.012,0031-3203,2019,173--190,95,Pattern Recognition,Between-subclass piece-wise linear solutions in large scale kernel SVM learning,article,DHAMECHA2019173,
"Clustering methods are becoming key as analysts try to understand what knowledge is buried inside contemporary large data sets. This article analyzes the impact of six different Hausdorff distances on sets of multivariate interval data (where, for each dimension, an interval is defined as an observation [a, b] with aâ¯â¤â¯b and with a and b taking values on the real line R1), used as the basis for Chaventâs [15, 16] divisive clustering algorithm. Advantages and disadvantages are summarized for each distance. Comparisons with two other distances for interval data, the GowdaâDiday and IchinoâYaguchi measures are included. All have specific strengths depending on the type of data present. Global normalization of a distance is not recommended; and care needs to be made when using local normalizations to ensure the features of the underlying data sets are revealed. The study is based on sets of simulated data, and on a real data set.","Interval data, Divisive clustering, Hausdorff distances, GowdaâDiday distances, IchinoâYaguchi distances, Span normalization, Euclidean normalization, Local and global normalizations",Yi Chen and L. Billard,https://www.sciencedirect.com/science/article/pii/S0031320319302729,https://doi.org/10.1016/j.patcog.2019.106969,0031-3203,2019,106969,96,Pattern Recognition,A study of divisive clustering with Hausdorff distances for interval data,article,CHEN2019106969,
"The literature postulates that the dynamic time warping (dtw) distance can cope with temporal variations but stores and processes time series in a form as if the dtw-distance cannot cope with such variations. To address this inconsistency, we first show that the dtw-distance is not warping-invariantâdespite its name and contrary to its characterization in some publications. The lack of warping-invariance contributes to the inconsistency mentioned above and to a strange behavior. To eliminate these peculiarities, we convert the dtw-distance to a warping-invariant semi-metric, called time-warp-invariant (twi) distance. Empirical results suggest that the error rates of the twi and dtw nearest-neighbor classifier are practically equivalent in a Bayesian sense. However, the twi-distance requires less storage and computation time than the dtw-distance for a broad range of problems. These results challenge the current practice of applying the dtw-distance in nearest-neighbor classification and suggest the proposed twi-distance as a more efficient and consistent option.","Time series, Dynamic time warping, Semi-metric, Nearest-neighbor rule",Brijnesh J. Jain,https://www.sciencedirect.com/science/article/pii/S0031320319301918,https://doi.org/10.1016/j.patcog.2019.05.016,0031-3203,2019,35--52,94,Pattern Recognition,Making the dynamic time warping distance warping-invariant,article,JAIN201935,
"We propose a novel method to group individuals in daily life images based on their interactions. It is extremely useful to automatically understand the mutual relation between individuals appearing in images and to group them based on their interaction. However, this is an extremely challenging task. In this paper, we determine the interacting groups more precisely by considering not only the spatial information of individuals in an image but also the emotional correlation between individuals. This is in contrast to the existing methods of determining groups based on the distribution of individuals. In order to evaluate the performance of the proposed method, we created a new dataset with the images acquired in everyday life to address the issue of detecting interacting groups. The results of intensive comparison experiments with the existing grouping methods reveal that the proposed method exhibits superior performance in determining the interacting group.","Computer vision, Detection, Combinatorial optimization",Haanju Yoo and Taekyu Eom and Jeongmin Seo and Sang-Il Choi,https://www.sciencedirect.com/science/article/pii/S0031320319301761,https://doi.org/10.1016/j.patcog.2019.05.001,0031-3203,2019,498--506,93,Pattern Recognition,Detection of interacting groups based on geometric and social relations between individuals in an image,article,YOO2019498,
"Sparse representation is a useful tool in machine learning and pattern recognition area. Sparse graphs (graphs constructed using sparse representation of data) proved to be very informative graphs for many learning tasks such as label propagation, embedding, and clustering. It has been shown that constructing an informative graph is one of the most important steps since it significantly affects the final performance of the post graph-based learning algorithm. In this paper, we introduce a new sparse graph construction method that integrates manifold constraints on the unknown sparse codes as a graph regularizer. These constraints seem to be a natural regularizer that was discarded in existing state-of-the art graph construction methods. This regularizer imposes constraints on the graph coefficients in the same way a locality preserving constraint imposes on data projection in non-linear manifold learning. The proposed method is termed Sparse Graph with Laplacian Smoothness (SGLS). We also propose a kernelized version of the SGLS method. A series of experimental results on several public image datasets show that the proposed methods can out-perform many state-of-the-art methods for the tasks of label propagation, nonlinear and linear embedding.","Graph construction, Sparse representation, Manifold constraints, Laplacian smoothness, Graph-based semi-supervised learning, Label propagation, Graph-based embedding, Classification,",F. Dornaika and L. Weng,https://www.sciencedirect.com/science/article/pii/S0031320319302456,https://doi.org/10.1016/j.patcog.2019.06.015,0031-3203,2019,285--295,95,Pattern Recognition,Sparse graphs with smoothness constraints: Application to dimensionality reduction and semi-supervised classification,article,DORNAIKA2019285,
"This paper presents a novel approach to perform fast approximate nearest neighbors search in high dimensional data, using a nearest neighbor graph created over large collections. This graph is created based on the fusion of multiple hierarchical clustering results, where a minimum-spanning-tree structure is used to connect all elements in a cluster. We propose a novel search technique to guide the navigation on the graph without computing exhaustively the distances to all neighbors in each step of the search, just to those in the direction of the query. The objective is to determine the nearest point to the query with a few number of distance calculations. We experimented in three datasets of 1 million SIFT, GIST, and GloVe features. Results show better speedups than another graph-based technique, and competitive speedups at high recall values when compared to classic and recent state-of-the-art techniques.","Approximate nearest neighbors search, Graph-based search, Hierarchical clustering, Guided search",Javier {Vargas MuÃ±oz} and Marcos A. GonÃ§alves and Zanoni Dias and Ricardo {da S. Torres},https://www.sciencedirect.com/science/article/pii/S0031320319302730,https://doi.org/10.1016/j.patcog.2019.106970,0031-3203,2019,106970,96,Pattern Recognition,Hierarchical Clustering-Based Graphs for Large Scale Approximate Nearest Neighbor Search,article,VARGASMUNOZ2019106970,
"Numerous methods have been proposed for person re-identificationÂ (Re-ID) with promising performances. While most of them neglect the matching efficiency which is crucial in real-world applications. Recently, several hashing based approaches have been developed, which consider the importance of matching speed in large-scale datasets. Despite the considerable efficiency of these traditional and deep learning based hashing methods, the concomitant matching accuracy reduction is unacceptable in practical application. Towards this end, we propose a novel deep hashing framework, namely Consistency-Preserving Deep Hashing (CPDH), aiming to bridge the gap between the effective high-dimensional feature and low-dimensional binary vector by focusing on the consistency preservation of hash code. First, CPDH designs a new hash structure to extract the hash code. Next, a noise consistency cost is proposed to improve robustness of both hash code and high-dimensional feature. Finally, a topology consistency cost is provided to maintain the ordinal relation between the high-dimensional feature space and Hamming space. Comprehensive experimental results on three widely-used benchmark datasets demonstrate the superior performance of proposed method as compared with existing state-of-the-art approaches.","Convolutional neural network, Fast person re-identification, Deep hashing, Consistency preservation",Diangang Li and Yihong Gong and De Cheng and Weiwei Shi and Xiaoyu Tao and Xinyuan Chang,https://www.sciencedirect.com/science/article/pii/S0031320319302213,https://doi.org/10.1016/j.patcog.2019.05.036,0031-3203,2019,207--217,94,Pattern Recognition,Consistency-Preserving deep hashing for fast person re-identification,article,LI2019207,
"In this paper, we investigate the problem of video-based person re-identification (re-id) which matches peopleâs video clips across non-overlapping camera views at different time. A key challenge of video-based person re-id is a personâs appearance and motion would always display differently and take effects unequally at disjoint camera views due to the change of lighting, viewpoint, background and etc., which we call the âview-biasâ problem. However, many previous video-based person re-id approaches have not quantified the importance of different types of features at different camera views, so that the two types of important features (i.e. appearance and motion features) do not collaborate effectively and thus the âview-biasâ problem remains unsolved. To address this problem, we propose a Deep Asymmetric Metric learning (DAM) method that embeds a proposed asymmetric distance metric learning loss into a two-stream deep neural network for jointly learning view-specific and feature-specific transformations to overcome the âview-biasâ problem in video-based person re-id. As learning these view-specific transformations become expensive when there are large amount of camera views, a clustering-based DAM method is developed to make our DAM scalable. Extensive evaluations have been carried out on three public datasets: PRID2011, iLIDS-VID and MARS. Our results verify that learning view-specific and feature-specific transformations are beneficial, and the presented DAM has empirically performed more effectively overall for video-based person re-id on challenging benchmarks.","Person re-identification, Visual surveillance",Jingke Meng and Ancong Wu and Wei-Shi Zheng,https://www.sciencedirect.com/science/article/pii/S0031320319301487,https://doi.org/10.1016/j.patcog.2019.04.008,0031-3203,2019,430--441,93,Pattern Recognition,Deep asymmetric video-based person re-identification,article,MENG2019430,
"While weight sparseness-based regularization has been used to learn better deep features for image recognition problems, it introduced a large number of variables for optimization and can easily converge to a local optimum. The L2-norm regularization proposed for face recognition reduces the impact of the noisy information, while expression information is also suppressed during the regularization. A feature sparseness-based regularization that learns deep features with better generalization capability is proposed in this paper. The regularization is integrated into the loss function and optimized with a deep metric learning framework. Through a toy example, it is showed that a simple network with the proposed sparseness outperforms the one with the L2-norm regularization. Furthermore, the proposed approach achieved competitive performances on four publicly available datasets, i.e., FER2013, CK+, Oulu-CASIA and MMI. The state-of-the-art cross-database performances also justify the generalization capability of the proposed approach.","Expression recognition, Feature sparseness, Deep metric learning, Fine tuning, Generalization capability",Weicheng Xie and Xi Jia and Linlin Shen and Meng Yang,https://www.sciencedirect.com/science/article/pii/S0031320319302699,https://doi.org/10.1016/j.patcog.2019.106966,0031-3203,2019,106966,96,Pattern Recognition,Sparse deep feature learning for facial expression recognition,article,XIE2019106966,
"General object detection task mainly takes axis-aligned bounding-boxes as the detection outputs. To address more challenging scenarios, such as curved text detection and multi-oriented object detection in aerial images, we propose a novel two-stage approach for shape robust object detection. In the first stage, a locally sliding line-based point regression (LocSLPR) approach is presented to estimate the outline of the object, which is denoted as the intersections of the sliding lines and the bounding-box of the object. To make full use of information, we only regress partial coordinates and calculate the remaining coordinates by the sliding rule. We find that regression can achieve higher precision with fewer parameters than the segmentation method. In the second stage, a rotated cascade region-based convolutional neural network (RCR-CNN) is used to gradually regress the target object, which can further improve the performance of our system. Experiments demonstrate that our method achieves state-of-the-art performance in several quadrangular object detection tasks. For example, our method yielded a score of 0.796 in the ICPR 2018 Contest on Robust Reading for Multi-Type Web Images, where we won first place for text detection tasks. The method also achieved 69.2% mAP on Task 1 of the ICPR 2018 Contest on Object Detection in Aerial Images, which was our best single model, where we also won first place. In addition, the method outperforms the previously published best record on the curved text dataset (CTW1500).","Object detection, Text detection, Aerial images, Curved text, Rotated cascade R-CNN",Yixing Zhu and Chixiang Ma and Jun Du,https://www.sciencedirect.com/science/article/pii/S0031320319302614,https://doi.org/10.1016/j.patcog.2019.106964,0031-3203,2019,106964,96,Pattern Recognition,Rotated cascade R-CNN: A shape robust detector with coordinate regression,article,ZHU2019106964,
We propose a reinforced quasi-random forest for classification task. Reinforcement is performed iteratively by adding new trees to the forest. Our method assigns an importance to each of the attributes and identifies the attributes that causes the mis-classification of data points during training. The new trees are constructed using the mis-classified data points with reduced set of attributes. The attributes for splitting the nodes of the reinforced trees are found in a deterministic manner. Hence the new trees are quasi-random in nature. The best out of all the new trees are found using a novel electrostatic model. These trees are termed as reinforced trees. Additions of reinforced trees to the existing forest ensure maximum reduction in classification error. The efficacy of the proposed method is established through experiments on breast cancer datasets for detecting mitotic nuclei. Results of our method show significant improvement compared to other state-of-the-art approaches. Results on benchmark datasets show as much as 14% reduction in classification error.,"Random forest, Reinforcement learning, Orthogonal decision trees, Importance of attributes",Angshuman Paul and Dipti Prasad Mukherjee,https://www.sciencedirect.com/science/article/pii/S0031320319301888,https://doi.org/10.1016/j.patcog.2019.05.013,0031-3203,2019,13--24,94,Pattern Recognition,Reinforced quasi-random forest,article,PAUL201913,
"Multi-Person Tracking (MPT) is often addressed within the detection-to-association paradigm. In such approaches, human detections are first extracted in every frame and person trajectories are then recovered by a procedure of data association (usually offline). However, their performances usually degenerate in presence of detection errors, mutual interactions and occlusions. In this paper, we present a deep learning based MPT approach that learns instance-aware representations of tracked persons and robustly online infers states of the tracked persons. Specifically, we design a multi-branch neural network (MBN), which predicts the classification confidences and locations of all targets by taking a batch of candidate regions as input. In our MBN architecture, each branch (instance-subnet) corresponds to an individual to be tracked and new branches can be dynamically created for handling newly appearing persons. Then based on the output of MBN, we construct a joint association matrix that represents meaningful states of tracked persons (e.g., being tracked or disappearing from the scene) and solve it by using the efficient Hungarian algorithm. Moreover, we allow the instance-subnets to be updated during tracking by online mining hard examples, accounting to person appearance variations over time. We comprehensively evaluate our framework on a popular MPT benchmark, demonstrating its excellent performance in comparison with recent online MPT methods.","Representation learning, Online tracking, Multi-person tracking, Data association",Hefeng Wu and Yafei Hu and Keze Wang and Hanhui Li and Lin Nie and Hui Cheng,https://www.sciencedirect.com/science/article/pii/S0031320319301645,https://doi.org/10.1016/j.patcog.2019.04.018,0031-3203,2019,25--34,94,Pattern Recognition,Instance-aware representation learning and association for online multi-person tracking,article,WU201925,
"Extreme learning machines (ELMs), especially kernel ELMs (KELMs), have achieved great success in providing efficient and effective solutions to classification applications. This paper proposes a simple but effective expectation kernel ELM (EKELM) to improve the classification abilities of ELMs. EKELM is based on a new family of positive semidefinite (PSD) kernel functions, namely expectation kernels (EKs), to learn similarities between data samples by combining the advances of random feature mapping and conventional kernel functions. EK provides a new insight to model ELMs from the perspective of kernel approximation using random sampling techniques. Particularly, we show that the distribution of random sampling weights, i.e. the input weight of ELM, has deep influences on the classification performance, and we use Gaussian distributions to generate random weights in EKELM. Besides, the number of sampling samples, i.e. the number of hidden neurons in ELM, can be reduced by using a proper nonlinear kernel function. We test the proposed EKELM on 20 benchmark classification datasets, the results prove that using a Gaussian distribution to generate random sampling weights has better performance than uniform distribution. Also, the results show that nonlinear RBF EKELM achieves comparable classification performance compared with the conventional RBF kernel, and requires much less random samples compared with linear EKELM.","Bounded random feature mapping, Expectation kernel, Extreme learning machine, Kernel learning, Random sampling",Wenyu Zhang and Zhenjiang Zhang and Lifu Wang and Han-Chieh Chao and Zhangbing Zhou,https://www.sciencedirect.com/science/article/pii/S0031320319302572,https://doi.org/10.1016/j.patcog.2019.07.005,0031-3203,2019,106960,96,Pattern Recognition,Extreme learning machines with expectation kernels,article,ZHANG2019106960,
